n,gamma_n
120,269.970449024000
121,271.494055642000
122,273.459609188000
123,275.587492649000
124,276.452049503000
125,278.250743530000
126,279.229250928000
127,282.465114765000
128,283.211185733000
129,284.835963981000
130,286.667445363000
131,287.911920501000
132,289.579854929000
133,291.846291329000
134,293.558434139000
135,294.965369619000
136,295.573254879000
137,297.979277062000
138,299.840326054000
139,301.649325462000
140,302.696749590000
141,304.864371341000
142,305.728912602000
143,307.219496128000
144,310.109463147000
145,311.165141530000
146,312.427801181000
147,313.985285731000
148,315.475616089000
149,317.734805942000
150,318.853104256000
151,321.160134309000
152,322.144558672000
153,323.466969558000
154,324.862866052000
155,327.443901262000
156,329.033071680000
157,329.953239728000
158,331.474467583000
159,333.645378525000
160,334.211354833000
161,336.841850428000
162,338.339992851000
163,339.858216725000
164,341.042261111000
165,342.054877510000
166,344.661702940000
167,346.347870566000
168,347.272677584000
169,349.316260871000
170,350.408419349000
171,351.878649025000
172,353.488900489000
173,356.017574977000
174,357.151302252000
175,357.952685102000
176,359.743754953000
177,361.289361696000
178,363.331330579000
179,364.736024114000
180,366.212710288000
181,367.993575482000
182,368.968438096000
183,370.050919212000
184,373.061928372000
185,373.864873911000
186,375.825912767000
187,376.324092231000
188,378.436680250000
189,379.872975347000
190,381.484468617000
191,383.443529450000
192,384.956116815000
193,385.861300846000
194,387.222890222000
195,388.846128354000
196,391.456083564000
197,392.245083340000
198,393.427743844000
199,395.582870011000
200,396.381854223000
201,397.918736210000
202,399.985119876000
203,401.839228601000
204,402.861917764000
205,404.236441800000
206,405.134387460000
207,407.581460387000
208,408.947245502000
209,410.513869193000
210,411.972267804000
211,413.262736070000
212,415.018809755000
213,415.455214996000
214,418.387705790000
215,419.861364818000
216,420.643827625000
217,422.076710059000
218,423.716579627000
219,425.069882494000
220,427.208825084000
221,428.127914077000
222,430.328745431000
223,431.301306931000
224,432.138641735000
225,433.889218481000
226,436.161006433000
227,437.581698168000
228,438.621738656000
229,439.918442214000
230,441.683199201000
231,442.904546303000
232,444.319336278000
233,446.860622696000
234,447.441704194000
235,449.148545685000
236,450.126945780000
237,451.403308445000
238,453.986737807000
239,454.974683769000
240,456.328426689000
241,457.903893064000
242,459.513415281000
243,460.087944422000
244,462.065367275000
245,464.057286911000
246,465.671539211000
247,466.570286931000
248,467.439046210000
249,469.536004559000
250,470.773655478000
251,472.799174662000
252,473.835232345000
253,475.600339369000
254,476.769015237000
255,478.075263767000
256,478.942181535000
257,481.830339376000
258,482.834782791000
259,483.851427212000
260,485.539148129000
261,486.528718262000
262,488.380567090000
263,489.661761578000
264,491.398821594000
265,493.314441582000
266,493.957997805000
267,495.358828822000
268,496.429696216000
269,498.580782430000
270,500.309084942000
271,501.604446965000
272,502.276270327000
273,504.499773313000
274,505.415231742000
275,506.464152710000
276,508.800700336000
277,510.264227944000
278,511.562289700000
279,512.623144531000
280,513.668985555000
281,515.435057167000
282,517.589668572000
283,518.234223148000
284,520.106310412000
285,521.525193449000
286,522.456696178000
287,523.960530892000
288,525.077385687000
289,527.903641601000
290,528.406213852000
291,529.806226319000
292,530.866917884000
293,532.688183028000
294,533.779630754000
295,535.664314076000
296,537.069759083000
297,538.428526176000
298,540.213166376000
299,540.631390247000
300,541.847437121000
301,544.323890101000
302,545.636833249000
303,547.010912058000
304,547.931613364000
305,549.497567563000
306,550.970010039000
307,552.049572201000
308,553.764972119000
309,555.792020562000
310,556.899476407000
311,557.564659172000
312,559.316237029000
313,560.240807497000
314,562.559207616000
315,564.160879111000
316,564.506055938000
317,566.698787683000
318,567.731757901000
319,568.923955180000
320,570.051114782000
321,572.419984132000
322,573.614610527000
323,575.093886014000
324,575.807247141000
325,577.039003472000
326,579.098834672000
327,580.136959362000
328,581.946576266000
329,583.236088219000
330,584.561705903000
331,585.984563205000
332,586.742771891000
333,588.139663266000
334,590.660397517000
335,591.725858065000
336,592.571358300000
337,593.974714682000
338,595.728153697000
339,596.362768328000
340,598.493077346000
341,599.545640364000
342,601.602136736000
343,602.579167886000
344,603.625618904000
345,604.616218494000
346,606.383460422000
347,608.413217311000
348,609.389575155000
349,610.839162938000
350,611.774209621000
351,613.599778676000
352,614.646237872000
353,615.538563369000
354,618.112831366000
355,619.184482598000
356,620.272893672000
357,621.709294528000
358,622.375002740000
359,624.269900018000
360,626.019283428000
361,627.268396851000
362,628.325862359000
363,630.473887438000
364,630.805780927000
365,632.225141167000
366,633.546858252000
367,635.523800311000
368,637.397193160000
369,637.925513981000
370,638.927938267000
371,640.694794669000
372,641.945499666000
373,643.278883781000
374,644.990578230000
375,646.348191596000
376,647.761753004000
377,648.786400889000
378,650.197519345000
379,650.668683891000
380,653.649571605000
381,654.301920586000
382,655.709463022000
383,656.964084599000
384,658.175614419000
385,659.663845973000
386,660.716732595000
387,662.296586431000
388,664.244604652000
389,665.342763096000
390,666.515147704000
391,667.148494895000
392,668.975848820000
393,670.323585206000
394,672.458183584000
395,673.043578286000
396,674.355897810000
397,676.139674364000
398,677.230180669000
399,677.800444746000
400,679.742197883000
401,681.894991533000
402,682.602735020000
403,684.013549814000
404,684.972629862000
405,686.163223588000
406,687.961543185000
407,689.368941362000
408,690.474735032000
409,692.451684416000
410,693.176970061000
411,694.533908700000
412,695.726335921000
413,696.626069900000
414,699.132095476000
415,700.296739132000
416,701.301742955000
417,702.227343146000
418,704.033839296000
419,705.125813955000
420,706.184654800000
421,708.269070885000
422,709.229588570000
423,711.130274180000
424,711.900289914000
425,712.749383470000
426,714.082771821000
427,716.112396454000
428,717.482569703000
429,718.742786545000
430,719.697100988000
431,721.351162219000
432,722.277504976000
433,723.845821045000
434,724.562613890000
435,727.056403230000
436,728.405481589000
437,728.758749796000
438,730.416482123000
439,731.417354919000
440,732.818052714000
441,734.789643252000
442,735.765459209000
443,737.052928912000
444,738.580421171000
445,739.909523674000
446,740.573807447000
447,741.757335573000
448,743.895013142000
449,745.344989551000
450,746.499305899000
451,747.674563624000
452,748.242754465000
453,750.655950362000
454,750.966381067000
455,752.887621567000
456,754.322370472000
457,755.839308976000
458,756.768248440000
459,758.101729246000
460,758.900238225000
461,760.282366984000
462,762.700033250000
463,763.593066173000
464,764.307522724000
465,766.087540100000
466,767.218472156000
467,768.281461807000
468,769.693407253000
469,771.070839314000
470,772.961617566000
471,774.117744628000
472,775.047847097000
473,775.999711963000
474,777.299748530000
475,779.157076949000
476,780.348925004000
477,782.137664391000
478,782.597943946000
479,784.288822612000
480,785.739089701000
481,786.461147451000
482,787.468463816000
483,790.059092364000
484,790.831620468000
485,792.427707609000
486,792.888652563000
487,794.483791870000
488,795.606596156000
489,797.263470038000
490,798.707570166000
491,799.654336211000
492,801.604246463000
493,802.541984878000
494,803.243096204000
495,804.762239113000
496,805.861635667000
497,808.151814936000
498,809.197783363000
499,810.081804886000
500,811.184358847000
501,812.771108389000
502,814.045913608000
503,814.870539626000
504,816.727737714000
505,818.380668866000
506,819.204642171000
507,820.721898444000
508,821.713454133000
509,822.197757493000
510,824.526293872000
511,826.039287377000
512,826.905810954000
513,828.340174300000
514,829.437010968000
515,830.895884053000
516,831.799777659000
517,833.003640909000
518,834.651915148000
519,836.693576188000
520,837.347335060000
521,838.249021993000
522,839.465394810000
523,841.036389829000
524,842.041354207000
525,844.166196607000
526,844.805993976000
527,846.194769928000
528,847.971717640000
529,848.489281181000
530,849.862274349000
531,850.645448466000
532,853.163112583000
533,854.095511720000
534,855.286710244000
535,856.484117491000
536,857.310740603000
537,858.904026466000
538,860.410670896000
539,861.171098213000
540,863.189719772000
541,864.340823930000
542,865.594664327000
543,866.423739904000
544,867.693122612000
545,868.670494229000
546,870.846902326000
547,872.188750822000
548,873.098978971000
549,873.908389235000
550,875.985285109000
551,876.600825833000
552,877.654698341000
553,879.380951970000
554,880.834648848000
555,882.386696627000
556,883.430331839000
557,884.198743115000
558,885.272304480000
559,886.852801963000
560,888.475566674000
561,889.735294294000
562,890.813132113000
563,892.386433260000
564,893.119117567000
565,894.886292321000
566,895.397919675000
567,896.632251556000
568,899.221522668000
569,899.858884608000
570,900.849739861000
571,902.243207587000
572,903.099674443000
573,904.702902722000
574,905.829940758000
575,907.656729469000
576,908.333543645000
577,910.186334057000
578,911.234951486000
579,912.331045600000
580,912.823999247000
581,914.730096958000
582,916.355000809000
583,917.825377570000
584,918.836535244000
585,919.448344440000
586,921.156395507000
587,922.500629307000
588,923.285719802000
589,924.773483933000
590,926.551552785000
591,927.850858986000
592,928.663659329000
593,929.874092851000
594,931.009211337000
595,931.852740746000
596,934.385306837000
597,934.995424864000
598,936.228649379000
599,937.532925712000
600,939.024300899000
601,939.660940615000
602,941.156999642000
603,942.052341643000
604,944.188035810000
605,945.333562503000
606,946.765842205000
607,947.079183096000
608,948.346646255000
609,950.151612685000
610,951.033248734000
611,952.727988620000
612,954.129719270000
613,954.829308938000
614,956.675479343000
615,957.510052596000
616,958.414593390000
617,959.459168807000
618,961.669572474000
619,963.182086671000
620,963.567040192000
621,965.055579624000
622,966.110754818000
623,967.371153766000
624,968.636301906000
625,970.125610557000
626,971.071491486000
627,973.185361294000
628,973.873078993000
629,974.774635066000
630,976.178502421000
631,976.917202117000
632,978.766671535000
633,980.578000640000
634,981.288615302000
635,982.396485169000
636,983.575076006000
637,985.186928656000
638,986.130515110000
639,986.756008408000
640,988.992622371000
641,990.223917804000
642,991.374294148000
643,992.728696337000
644,993.214580957000
645,994.404590571000
646,996.205336164000
647,997.511934752000
648,998.827547137000
649,999.791571557000
650,1001.349482638000
651,1002.404305488000
652,1003.267808179000
653,1004.675044121000
654,1005.543420304000
655,1008.006704307000
656,1008.795709901000
657,1009.806590747000
658,1010.569757011000
659,1012.410042516000
660,1013.058638098000
661,1014.689632622000
662,1016.060178943000
663,1017.266402364000
664,1018.605572519000
665,1019.912439744000
666,1020.917475017000
667,1021.544344500000
668,1022.885270912000
669,1025.265724198000
670,1025.707944371000
671,1027.467693516000
672,1028.128964255000
673,1029.227297444000
674,1030.897368791000
675,1031.833180297000
676,1032.812883035000
677,1034.612915530000
678,1036.195917358000
679,1037.024707646000
680,1038.087752241000
681,1039.077401437000
682,1040.264037938000
683,1041.621528015000
684,1043.623954350000
685,1044.514975829000
686,1045.107042353000
687,1047.089817484000
688,1047.987147490000
689,1048.953785195000
690,1049.996284257000
691,1051.576571843000
692,1053.245785158000
693,1054.781039478000
694,1055.002146476000
695,1056.688847364000
696,1057.100043660000
697,1059.133769107000
698,1060.139518562000
699,1061.501304465000
700,1062.915381508000
701,1064.071551072000
702,1065.121855106000
703,1066.463223469000
704,1067.418860121000
705,1067.990000079000
706,1070.535041997000
707,1071.618623215000
708,1072.543998011000
709,1073.570353165000
710,1074.747771044000
711,1076.266625594000
712,1076.924056066000
713,1078.647198481000
714,1079.809965429000
715,1081.171002343000
716,1082.952749723000
717,1083.295466514000
718,1084.183264310000
719,1085.647831209000
720,1086.911998990000
721,1088.755724675000
722,1089.795337924000
723,1090.863191026000
724,1091.728472967000
725,1093.440873272000
726,1094.284457524000
727,1095.433084759000
728,1096.401917795000
729,1098.841015467000
730,1099.360667179000
731,1100.574460622000
732,1101.839111169000
733,1102.551779900000
734,1103.732297175000
735,1105.617188831000
736,1106.774371676000
737,1107.774531955000
738,1109.158918857000
739,1110.444142994000
740,1111.443504765000
741,1112.432995408000
742,1113.397595115000
743,1115.065359462000
744,1116.787253881000
745,1117.965919669000
746,1118.684134861000
747,1119.473247426000
748,1121.155937676000
749,1122.458621357000
750,1123.101117388000
751,1125.314729398000
752,1125.763442429000
753,1127.658023527000
754,1128.430224614000
755,1129.728996777000
756,1130.391597896000
757,1131.495085562000
758,1133.708625669000
759,1134.885654592000
760,1135.562213975000
761,1136.929293481000
762,1138.151589780000
763,1138.992341820000
764,1140.721848172000
765,1141.261022964000
766,1142.858659608000
767,1144.782299519000
768,1145.485327517000
769,1146.576814925000
770,1147.501776523000
771,1148.615277209000
772,1149.982601028000
773,1151.562814724000
774,1152.943128531000
775,1153.890303716000
776,1154.697519535000
777,1156.621567834000
778,1157.432314576000
779,1158.001609027000
780,1159.480657019000
781,1161.396644634000
782,1162.487528602000
783,1163.701031683000
784,1164.737586351000
785,1165.271227706000
786,1166.943613410000
787,1168.086271610000
788,1169.698356885000
789,1170.463638578000
790,1172.120681866000
791,1173.305687764000
792,1174.232766856000
793,1175.215452396000
794,1176.632875810000
795,1177.106304422000
796,1179.701223502000
797,1180.653543787000
798,1181.267318152000
799,1182.582270347000
800,1183.712775296000
801,1185.155842847000
802,1185.875358695000
803,1187.345161493000
804,1188.856444298000
805,1189.963636498000
806,1191.482605926000
807,1192.218611478000
808,1193.324021427000
809,1193.857427135000
810,1196.034671749000
811,1197.071786659000
812,1198.686569105000
813,1199.356513708000
814,1200.532692031000
815,1201.810334857000
816,1203.137350861000
817,1203.855247594000
818,1204.985492171000
819,1206.870499794000
820,1208.471459950000
821,1208.989484168000
822,1209.898030088000
823,1211.416115893000
824,1212.113153066000
825,1213.598372680000
826,1215.389975065000
827,1216.183722033000
828,1217.174482498000
829,1219.050028177000
830,1219.614471311000
831,1220.816347691000
832,1221.692242483000
833,1222.952484095000
834,1225.018330024000
835,1225.855020761000
836,1227.231827641000
837,1227.917141614000
838,1228.793154363000
839,1230.584603154000
840,1231.562273878000
841,1232.529587041000
842,1234.277816653000
843,1235.502548527000
844,1236.399017466000
845,1237.977298514000
846,1238.457232796000
847,1239.490807147000
848,1240.813471785000
849,1243.078076398000
850,1243.538146526000
851,1244.851433967000
852,1245.655866188000
853,1247.372561970000
854,1248.063061053000
855,1249.159887953000
856,1250.672397276000
857,1251.659832004000
858,1253.673577852000
859,1254.431328422000
860,1255.408230645000
861,1256.181214198000
862,1257.541219413000
863,1258.779233489000
864,1260.344548316000
865,1261.611717161000
866,1262.556614000000
867,1263.676732844000
868,1264.957223007000
869,1266.179037761000
870,1267.200345612000
871,1267.570571779000
872,1270.118921886000
873,1271.134299632000
874,1272.083959599000
875,1273.261144633000
876,1274.196220889000
877,1275.092030316000
878,1276.842171556000
879,1277.763091986000
880,1279.332843317000
881,1280.155794409000
882,1281.828726960000
883,1283.000491387000
884,1283.335032139000
885,1284.854795155000
886,1285.695023331000
887,1287.410026617000
888,1289.165351533000
889,1290.104771520000
890,1290.417708073000
891,1291.945870968000
892,1293.493981557000
893,1294.118474378000
894,1295.365363505000
895,1296.801110992000
896,1298.256527068000
897,1299.405171251000
898,1300.490018982000
899,1301.495516681000
900,1302.346742379000
901,1303.273200229000
902,1305.401672188000
903,1306.508393313000
904,1307.267242108000
905,1308.988196518000
906,1309.421532493000
907,1311.056570511000
908,1311.966940608000
909,1313.031599369000
910,1314.052565652000
911,1316.212112603000
912,1317.072986035000
913,1318.171279132000
914,1318.947880597000
915,1319.931082878000
916,1321.628138552000
917,1322.258067123000
918,1324.224978719000
919,1325.237624359000
920,1325.981969630000
921,1327.635281108000
922,1329.043517997000
923,1329.205018785000
924,1330.429937120000
925,1331.827591385000
926,1333.673522610000
927,1334.747329052000
928,1335.694974526000
929,1336.690184653000
930,1337.688791810000
931,1338.923164599000
932,1340.426400457000
933,1341.166272253000
934,1342.608507884000
935,1344.156044004000
936,1345.477106261000
937,1345.731413255000
938,1347.519471751000
939,1348.017238019000
940,1349.085194014000
941,1351.296206374000
942,1352.210465159000
943,1353.483338358000
944,1353.886781972000
945,1355.680595321000
946,1356.605655710000
947,1357.771742829000
948,1358.460160399000
949,1360.393144762000
950,1361.393074714000
951,1363.022328603000
952,1363.879190797000
953,1364.576584897000
954,1365.493733551000
955,1367.104090970000
956,1368.330193308000
957,1369.686949077000
958,1370.973522768000
959,1371.686553553000
960,1373.202914562000
961,1374.154798659000
962,1375.302392345000
963,1376.161779994000
964,1377.177633642000
965,1379.683283029000
966,1380.148578442000
967,1381.073977149000
968,1382.345662978000
969,1383.297591008000
970,1384.444415848000
971,1385.663777011000
972,1387.326647663000
973,1387.921454127000
974,1389.565831798000
975,1390.705490286000
976,1391.853200443000
977,1392.644027789000
978,1393.433401741000
979,1394.884184676000
980,1396.544163124000
981,1397.834623321000
982,1398.837675201000
983,1399.839472941000
984,1400.426946297000
985,1402.564347250000
986,1402.973747641000
987,1404.006292171000
988,1405.666975059000
989,1407.085142776000
990,1408.136307496000
991,1409.320681080000
992,1410.024810726000
993,1411.257056816000
994,1411.965653462000
995,1413.843148789000
996,1415.585784795000
997,1415.781581303000
998,1417.102822934000
999,1418.696963852000
1000,1419.422480946000
1001,1420.416526324000
1002,1421.850567187000
1003,1422.461310988000
1004,1424.463045670000
1005,1425.873469245000
1006,1426.645979682000
1007,1427.365671109000
1008,1428.592305876000
1009,1429.650477276000
1010,1431.218313673000
1011,1432.049740893000
1012,1433.821940737000
1013,1434.584942168000
1014,1435.692907383000
1015,1437.226721624000
1016,1438.006284842000
1017,1438.949552747000
1018,1439.622793078000
1019,1441.960987505000
1020,1442.911059581000
1021,1444.041930706000
1022,1445.072278459000
1023,1445.830084780000
1024,1447.226227100000
1025,1448.323853516000
1026,1449.488771281000
1027,1450.773561858000
1028,1451.835297999000
1029,1453.737596757000
1030,1454.226011260000
1031,1455.312091240000
1032,1456.167797608000
1033,1457.539001668000
1034,1458.393777369000
1035,1460.688270535000
1036,1461.245443345000
1037,1462.266123266000
1038,1463.286891190000
1039,1464.696903298000
1040,1465.889557614000
1041,1466.505621108000
1042,1467.703989586000
1043,1469.347649878000
1044,1470.966589127000
1045,1471.388764527000
1046,1473.020132324000
1047,1473.745649186000
1048,1474.203221566000
1049,1476.092127038000
1050,1477.435191148000
1051,1478.441395973000
1052,1479.759918706000
1053,1480.766879018000
1054,1481.964684210000
1055,1483.032959958000
1056,1484.143580882000
1057,1484.817883231000
1058,1486.171349028000
1059,1488.116337976000
1060,1489.252466946000
1061,1489.970892205000
1062,1490.670693815000
1063,1492.180090544000
1064,1493.330835421000
1065,1494.155368614000
1066,1495.768832979000
1067,1497.065505572000
1068,1497.747360933000
1069,1499.640824747000
1070,1500.351951517000
1071,1501.119324922000
1072,1502.346063292000
1073,1503.090933127000
1074,1505.261529655000
1075,1506.152986138000
1076,1507.407505164000
1077,1508.253031030000
1078,1509.280419363000
1079,1510.391797446000
1080,1511.923005459000
1081,1512.589764705000
1082,1513.589765540000
1083,1515.708343587000
1084,1516.435989719000
1085,1517.719806254000
1086,1518.414791487000
1087,1519.741009494000
1088,1520.273622220000
1089,1521.901909065000
1090,1523.486047149000
1091,1524.724892161000
1092,1525.227837234000
1093,1526.552311910000
1094,1528.040930429000
1095,1529.034456729000
1096,1529.369975365000
1097,1531.020742970000
1098,1532.222326939000
1099,1533.886977913000
1100,1535.042277471000
1101,1535.769502395000
1102,1536.620701824000
1103,1537.651062168000
1104,1539.302854856000
1105,1540.030270140000
1106,1541.742248763000
1107,1542.496522923000
1108,1544.118670055000
1109,1544.834608228000
1110,1546.091197786000
1111,1547.297581121000
1112,1547.806563802000
1113,1548.871348179000
1114,1551.273845326000
1115,1552.006872838000
1116,1552.736105330000
1117,1554.156519110000
1118,1554.921285165000
1119,1556.162987498000
1120,1557.394507018000
1121,1558.339152852000
1122,1559.781154391000
1123,1560.876475778000
1124,1562.410153180000
1125,1563.385400958000
1126,1564.177940460000
1127,1564.915788262000
1128,1566.266415602000
1129,1567.623450717000
1130,1569.022477804000
1131,1570.509277867000
1132,1571.045381486000
1133,1571.845352088000
1134,1573.806563330000
1135,1574.230915430000
1136,1575.638154952000
1137,1576.161352363000
1138,1578.118826946000
1139,1579.514055068000
1140,1580.372081625000
1141,1581.363551773000
1142,1582.329486944000
1143,1583.394693435000
1144,1584.234848066000
1145,1586.293210750000
1146,1587.004342107000
1147,1588.163404029000
1148,1589.357945950000
1149,1590.835904321000
1150,1591.293884374000
1151,1592.637167039000
1152,1593.584808189000
1153,1594.442689656000
1154,1596.484492410000
1155,1597.715895944000
1156,1598.420798550000
1157,1599.619348950000
1158,1600.048044903000
1159,1601.911946229000
1160,1602.815404794000
1161,1603.655202996000
1162,1605.521646647000
1163,1606.293418127000
1164,1607.556905212000
1165,1608.836295305000
1166,1610.003264190000
1167,1610.253823163000
1168,1611.437141270000
1169,1613.078855451000
1170,1614.710627852000
1171,1615.574608719000
1172,1616.398394842000
1173,1617.734684841000
1174,1618.537517832000
1175,1619.952501261000
1176,1620.774310821000
1177,1622.098751698000
1178,1622.977767699000
1179,1625.021856658000
1180,1625.987020164000
1181,1626.399919312000
1182,1627.755441276000
1183,1628.715316857000
1184,1629.658668955000
1185,1631.194814552000
1186,1632.798183571000
1187,1633.512516890000
1188,1634.516822662000
1189,1635.718366326000
1190,1637.089190173000
1191,1637.994643586000
1192,1638.599658304000
1193,1639.821235730000
1194,1641.899819009000
1195,1642.489779822000
1196,1644.152065960000
1197,1644.713745775000
1198,1645.573760363000
1199,1646.624866593000
1200,1648.270598223000
1201,1649.118535409000
1202,1650.416988983000
1203,1651.732693341000
1204,1652.671065900000
1205,1654.205896759000
1206,1654.726652393000
1207,1655.822775677000
1208,1657.114236400000
1209,1657.567101179000
1210,1660.019980338000
1211,1660.860056833000
1212,1661.836892884000
1213,1662.377202549000
1214,1664.057265418000
1215,1664.968004486000
1216,1665.877640414000
1217,1667.241125052000
1218,1668.368229327000
1219,1669.669728452000
1220,1671.047182433000
1221,1671.984259334000
1222,1672.963370831000
1223,1673.687445334000
1224,1674.648462097000
1225,1676.362486324000
1226,1677.691227142000
1227,1678.630368091000
1228,1680.077946717000
1229,1680.504770113000
1230,1681.812320174000
1231,1683.273289261000
1232,1684.171656837000
1233,1684.558863253000
1234,1686.421121948000
1235,1688.080142693000
1236,1688.933868510000
1237,1689.703154256000
1238,1691.051559917000
1239,1691.515192892000
1240,1693.053020930000
1241,1694.017564653000
1242,1695.832554474000
1243,1696.654997440000
1244,1697.342514287000
1245,1699.229547188000
1246,1699.966817267000
1247,1700.820303245000
1248,1701.825550997000
1249,1702.923249764000
1250,1704.291412427000
1251,1706.256032432000
1252,1706.615665035000
1253,1707.912312493000
1254,1708.512116178000
1255,1709.780842299000
1256,1711.137603259000
1257,1712.155397654000
1258,1713.055341728000
1259,1714.717145255000
1260,1715.825283040000
1261,1716.769983717000
1262,1717.974485066000
1263,1718.954152499000
1264,1719.724469322000
1265,1720.498070948000
1266,1722.844661740000
1267,1723.532822631000
1268,1724.733958738000
1269,1725.638628020000
1270,1726.605700740000
1271,1728.166506761000
1272,1728.644486480000
1273,1730.023872545000
1274,1731.014193762000
1275,1732.430169859000
1276,1733.840825021000
1277,1735.175466021000
1278,1735.624715343000
1279,1736.305662733000
1280,1737.893884787000
1281,1738.783237589000
1282,1740.169115680000
1283,1741.779167809000
1284,1742.467680721000
1285,1743.426436859000
1286,1744.721511938000
1287,1746.097498596000
1288,1746.595456627000
1289,1747.781695528000
1290,1748.563987381000
1291,1750.822818490000
1292,1751.617794946000
1293,1752.511511141000
1294,1753.661355243000
1295,1754.763369874000
1296,1755.169694068000
1297,1757.046518461000
1298,1757.984077033000
1299,1759.240085647000
1300,1760.215166243000
1301,1761.854899939000
1302,1762.497688871000
1303,1763.719121496000
1304,1764.591476849000
1305,1765.400493992000
1306,1766.676243599000
1307,1768.295971136000
1308,1769.940952052000
1309,1770.243677312000
1310,1771.212944984000
1311,1772.328000364000
1312,1773.894915511000
1313,1774.660430990000
1314,1775.341987574000
1315,1777.255860224000
1316,1778.041734762000
1317,1779.552270809000
1318,1780.665228493000
1319,1781.355637723000
1320,1782.439067320000
1321,1783.084829520000
1322,1784.607946397000
1323,1786.342201179000
1324,1787.049273087000
1325,1788.215123480000
1326,1789.242179964000
1327,1790.449562370000
1328,1791.254409819000
1329,1792.616102735000
1330,1793.525390652000
1331,1794.178482007000
1332,1796.465140537000
1333,1797.376335671000
1334,1798.147067458000
1335,1799.231647210000
1336,1800.024724020000
1337,1801.309636945000
1338,1802.301283491000
1339,1803.796843813000
1340,1804.904160975000
1341,1806.289667019000
1342,1806.578391751000
1343,1808.714431865000
1344,1809.119273788000
1345,1810.108892988000
1346,1810.873719159000
1347,1812.420077002000
1348,1814.024140348000
1349,1814.973082363000
1350,1816.338611220000
1351,1816.758023365000
1352,1817.710608563000
1353,1819.260334099000
1354,1820.187882187000
1355,1821.305708365000
1356,1822.427671440000
1357,1823.766265896000
1358,1825.213676893000
1359,1825.915683615000
1360,1826.795455271000
1361,1828.211270500000
1362,1828.621091758000
1363,1829.832529710000
1364,1831.936379902000
1365,1832.984940244000
1366,1833.273239033000
1367,1834.721559749000
1368,1835.883754438000
1369,1836.827672516000
1370,1838.086943306000
1371,1838.640288708000
1372,1840.195563473000
1373,1841.478582571000
1374,1842.875955279000
1375,1843.771057743000
1376,1844.759043650000
1377,1845.417534146000
1378,1846.353253421000
1379,1848.330980622000
1380,1848.722760911000
1381,1850.601184048000
1382,1851.400361995000
1383,1852.342204733000
1384,1853.519342921000
1385,1854.855632116000
1386,1855.592934937000
1387,1856.389179154000
1388,1857.498074815000
1389,1859.495271569000
1390,1860.541388109000
1391,1861.379671547000
1392,1862.121464929000
1393,1863.425464845000
1394,1864.353981336000
1395,1865.367433794000
1396,1866.836547019000
1397,1868.085190999000
1398,1868.706745684000
1399,1870.421471768000
1400,1871.416043098000
1401,1872.441566428000
1402,1872.865667638000
1403,1874.508361413000
1404,1874.913774010000
1405,1877.095064167000
1406,1878.022251483000
1407,1879.153303090000
1408,1880.082325419000
1409,1880.611766480000
1410,1882.321974797000
1411,1883.408724270000
1412,1884.005778350000
1413,1885.198075130000
1414,1887.053894807000
1415,1887.808841417000
1416,1888.938182637000
1417,1890.348128614000
1418,1890.612128588000
1419,1891.678510540000
1420,1892.867701336000
1421,1894.558537572000
